original_index,TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized,keterampilan_cleaned
331,['1977-03-25'],['l'],['2021-12-30'],['tamansari'],['s2'],['pengajaran kimia'],['2011.0'],[],['rp 5.000.001 - rp 10.000.000'],['pppk guru 2021'],['di dalam negeri'],['garut'],['44'],['pendidikan'],['garut'],[]
332,['1993-09-11'],['p'],['2021-12-30'],['kawalu'],['s1'],['pendidikan fisika'],['2016.0'],['publik speaking mengajar'],['rp 1.000.001 - rp 2.500.000'],['guru'],['di dalam negeri'],['tasikmalaya'],['28'],['pendidikan'],['tasikmalaya'],['public speaking']
333,['2001-12-06'],['l'],['2021-12-30'],['cipedes'],['sma / lainnya'],['otomatisasi tata kelola perkantoran'],['2020.0'],['pramuka'],['rp 2.500.001 - rp 5.000.000'],['sekretaris'],['di dalam negeri'],['tasikmalaya'],['20'],['administrasi/staf umum'],['tasikmalaya'],['pramuka']
334,['2003-06-21'],['p'],['2021-12-30'],['kawalu'],['sma / lainnya'],['mipa'],['2021.0'],[],['rp 1.000.001 - rp 2.500.000'],['management'],['di dalam negeri'],['tasikmalaya'],['18'],['manajemen/direksi'],['tasikmalaya'],[]
335,['1977-07-03'],['l'],['2021-12-30'],['kawalu'],['s1'],['ilmu politik'],['2003.0'],[],['rp 2.500.001 - rp 5.000.000'],['administrator'],['di dalam negeri'],['tasikmalaya'],['44'],['administrasi/staf umum'],['tasikmalaya'],[]
336,['1996-01-23'],['p'],['2021-12-30'],['bungursari'],['sma / lainnya'],['ips'],['2015.0'],[],['rp 2.500.001 - rp 5.000.000'],['administrator'],['di dalam negeri'],['tasikmalaya'],['25'],['administrasi/staf umum'],['tasikmalaya'],[]
337,['1967-05-13'],['p'],['2021-12-30'],['bungursari'],['s1'],['pendidikan bahasa dan seni'],['2003.0'],['ms office'],['rp 1.000.001 - rp 2.500.000'],['guru'],['di dalam negeri'],['jawa barat'],['54'],['pendidikan'],['jawa barat'],['microsoft office']
338,['1991-07-17'],['l'],['2021-12-30'],['cibeureum'],['s1'],['pendidikan jasmani kesehatan dan rekreasi'],['2013.0'],['olahraga'],['0 - rp 1.000.000'],['guru'],['di dalam negeri'],['tasikmalaya'],['30'],['pendidikan'],['tasikmalaya'],['olahraga']
339,['2002-11-24'],['l'],['2021-12-30'],['purbaratu'],['smk'],['teknik komputer dan jaringan'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jawabarat'],['19'],['produksi/operasional'],['jawa barat'],['olahraga']
340,['1994-03-24'],['l'],['2021-12-30'],['kawalu'],['smp / lainnya'],['umum'],['2010.0'],['ms office'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['27'],['lain-lain'],['jawa barat'],['microsoft office']
341,['1982-04-17'],['l'],['2021-12-31'],['kawalu'],['s1'],['biologi'],['2005.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['guru kelas pppk 2021'],['di dalam negeri'],['kota tasikmalaya'],['39'],['pendidikan'],['kota tasikmalaya'],['olahraga']
342,['1982-09-13'],['p'],['2021-12-31'],['tawang'],['s1'],['pendidikan biologi'],['2005.0'],[],['rp 2.500.001 - rp 5.000.000'],['guru kelas'],['di dalam negeri'],['tasikmalaya'],['39'],['pendidikan'],['tasikmalaya'],[]
343,['2002-11-13'],['l'],['2021-12-31'],['kawalu'],['smk'],['kriya kulit'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['pegawai'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['olahraga']
344,['2002-12-06'],['p'],['2021-12-31'],['tawang'],['sma / lainnya'],['ips'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['cikarang'],['19'],['produksi/operasional'],['cikarang'],['olahraga']
345,['2002-11-30'],['l'],['2021-12-31'],['tamansari'],['smk'],['otomotif'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jawa barat'],['19'],['produksi/operasional'],['jawa barat'],['olahraga']
346,['2003-09-24'],['p'],['2021-12-31'],['indihiang'],['smk'],['akuntansi'],['2021.0'],['akuntansi'],['rp 1.000.001 - rp 2.500.000'],['akuntan'],['di dalam negeri'],['tasikmalaya'],['18'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['akuntansi']
347,['1987-12-27'],['p'],['2021-12-31'],['kawalu'],['s1'],['pgsd'],['2012.0'],['mengajar'],['rp 2.500.001 - rp 5.000.000'],['guru kelas'],['di dalam negeri'],['tasikmalaya'],['34'],['pendidikan'],['tasikmalaya'],[]
348,['1989-03-08'],['p'],['2021-12-31'],['kawalu'],['s1'],['pendidikan matematika'],['2013.0'],['mengajar'],['rp 2.500.001 - rp 5.000.000'],['guru'],['di dalam negeri'],['tasikmalaya'],['32'],['pendidikan'],['tasikmalaya'],[]
349,['1999-11-13'],['l'],['2022-01-04'],['cibeureum'],['d.iii'],['keperawatan'],['2021.0'],['tenaga ahli keperawatan'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['tasikmalaya bandung karawang bogor'],['22'],['perawat'],"['bandung', 'bogor', 'karawang', 'tasikmalaya']",['keperawatan']
350,['1999-06-16'],['l'],['2022-01-04'],['purbaratu'],['smk'],['otomotif  tkr'],['2018.0'],['sepedah'],['rp 5.000.001 - rp 10.000.000'],['operator'],['di dalam negeri'],['cikarang'],['22'],['produksi/operasional'],['cikarang'],[]
351,['2001-02-02'],['l'],['2022-01-06'],['cihideung'],['sma / lainnya'],['ipamia'],['2019.0'],['desain grafis sederhana dengan smartphone'],['rp 2.500.001 - rp 5.000.000'],['store crew tim media sosial'],['di dalam negeri'],['jawa barat'],['20'],['pekerja umum'],['jawa barat'],"['desain grafis', 'menggambar']"
352,['1991-12-20'],['l'],['2022-01-03'],['kawalu'],['smk'],['otomotif'],['2010.0'],['main bola dan bulu tangkis'],['rp 1.000.001 - rp 2.500.000'],['karyawan'],['di dalam negeri'],['kabupaten dan kota tasikmalaya'],['30'],['pekerja umum'],['kota tasikmalaya'],"['badminton', 'sepak bola']"
353,['1998-05-08'],['l'],['2022-01-04'],['kawalu'],['s1'],['teknik informatika'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['programer'],['di dalam negeri'],['tasikmalaya bandung jakarta'],['23'],['it/software'],"['bandung', 'jakarta', 'tasikmalaya']",['olahraga']
354,['1998-12-25'],['l'],['2022-01-03'],['mangkubumi'],['smk'],['teknik kendaraan ringan'],['2017.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['kota tasikmalaya'],['23'],['produksi/operasional'],['kota tasikmalaya'],['futsal']
355,['1999-06-18'],['p'],['2022-01-03'],['tamansari'],['smk'],['desain komunikasi visual'],['2019.0'],['musik'],['0 - rp 1.000.000'],['pramuniaga'],['di dalam negeri'],['tasikmalaya'],['22'],['sales/marketing'],['tasikmalaya'],['musik']
356,['2000-11-06'],['l'],['2022-01-03'],['tawang'],['sma / lainnya'],['pemesinan'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['jabodetabek'],['21'],['produksi/operasional'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['olahraga']
357,['1997-10-31'],['l'],['2022-01-03'],['indihiang'],['smk'],['teknik gambar bangunan'],['2016.0'],['photograper'],['rp 2.500.001 - rp 5.000.000'],['oprator produksi'],['di dalam negeri'],['cikarang'],['24'],['produksi/operasional'],['cikarang'],['editing foto']
358,['1996-12-12'],['l'],['2022-01-03'],['cipedes'],['smk'],['teknik komputer jaringan'],['2016.0'],['bermusik'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['bekasi'],['25'],['pekerja umum'],['bekasi'],[]
359,['2002-04-05'],['l'],['2022-01-03'],['mangkubumi'],['sma / lainnya'],['sejarahal'],['2020.0'],['futsal'],['rp 1.000.001 - rp 2.500.000'],['akuntansi'],['di dalam negeri'],['tasikmalaya'],['19'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['futsal']
360,['1996-11-12'],['l'],['2022-01-03'],['kawalu'],['sma / lainnya'],['ips'],['2016.0'],['otomotif'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['kota tasikmalaya'],['25'],['pekerja umum'],['kota tasikmalaya'],['otomotif']
361,['1999-04-16'],['p'],['2022-01-03'],['indihiang'],['d.iii'],['sistem informasi'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['front office'],['di dalam negeri'],['tasikmalaya'],['22'],['resepsionis'],['tasikmalaya'],['olahraga']
362,['2002-12-24'],['l'],['2022-01-03'],['kawalu'],['sma / lainnya'],['ips'],['2021.0'],['ms office'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['jabodetabek'],['19'],['lain-lain'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['microsoft office']
363,['1998-07-16'],['l'],['2022-01-04'],['tawang'],['s1'],['teknik informatika'],['2021.0'],['editing video'],['0 - rp 1.000.000'],['programmer'],['di dalam negeri'],['tasikmalaya'],['23'],['it/software'],['tasikmalaya'],"['editing', 'editing video']"
364,['1999-07-28'],['l'],['2022-01-04'],['cibeureum'],['d.iii'],['keperawatan'],['2021.0'],['melakukan asuhan keperawatan'],['rp 1.000.001 - rp 2.500.000'],['perawat pelaksana'],['di dalam negeri'],['tasikmalaya'],['22'],['perawat'],['tasikmalaya'],['keperawatan']
365,['1999-04-09'],['p'],['2022-01-05'],['mangkubumi'],['s1'],['antropologi'],['2021.0'],[],['> rp 10.000.000'],['external relation'],['di dalam negeri'],['jakarta kalimantan'],['22'],['media/komunikasi'],"['jakarta', 'kalimantan']",[]
366,['1998-05-23'],['l'],['2022-01-04'],['cipedes'],['s1'],['manajemen'],['2021.0'],['operasional sistem'],['rp 5.000.001 - rp 10.000.000'],['manajer'],['di dalam negeri'],['bandung'],['23'],['manajemen/direksi'],['bandung'],[]
367,['2002-01-04'],['l'],['2022-01-04'],['mangkubumi'],['smk'],['permesinan'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['cikarang'],['20'],['produksi/operasional'],['cikarang'],['olahraga']
368,['1991-05-21'],['p'],['2022-01-04'],['cihideung'],['smk'],['teknik otomotif'],['2010.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['tasikmlaaya'],['30'],['administrasi/staf umum'],['tasikmalaya'],['olahraga']
369,['2002-09-20'],['l'],['2022-01-04'],['tamansari'],['smk'],['teknik kendaraan ringan'],['2021.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['jawa barat'],['19'],['pekerja umum'],['jawa barat'],['futsal']
370,['1997-05-29'],['l'],['2022-01-04'],['mangkubumi'],['d.iii'],['keperawatan'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['kota tasikmalaya'],['24'],['perawat'],['kota tasikmalaya'],['olahraga']
371,['1998-11-18'],['p'],['2022-01-04'],['kawalu'],['profesi'],['profesi ners'],['2021.0'],['bekerja dengan team'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['kota tasikmalaya'],['23'],['perawat'],['kota tasikmalaya'],[]
372,['1997-12-03'],['p'],['2022-01-04'],['tamansari'],['profesi'],['profesi ners'],['2021.0'],['bekerja dengan team'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['kota tasikmalaya'],['24'],['perawat'],['kota tasikmalaya'],[]
373,['1978-07-19'],['l'],['2022-01-04'],['mangkubumi'],['s1'],['nautika'],['2019.0'],['pelaut'],['rp 2.500.001 - rp 5.000.000'],['nakhoda'],['di luar negeri'],['thailand'],['43'],['pelaut/kelautan'],['lokasi tidak spesifik'],[]
374,['2000-02-22'],['p'],['2022-01-04'],['mangkubumi'],['d.iii'],['keperawatan'],['2021.0'],['keterampilan perawatan'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['kota tasikmalaya'],['21'],['perawat'],['kota tasikmalaya'],['keperawatan']
375,['1999-09-08'],['l'],['2022-01-04'],['cibeureum'],['sma / lainnya'],['ipa'],['2019.0'],['ms. office'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['karawang'],['22'],['produksi/operasional'],['karawang'],['microsoft office']
376,['1994-01-22'],['l'],['2022-01-04'],['mangkubumi'],['sma / lainnya'],['ipa'],['2013.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['kota tasikmalaya'],['27'],['produksi/operasional'],['kota tasikmalaya'],['olahraga']
377,['1997-08-22'],['l'],['2022-01-04'],['mangkubumi'],['smk'],['otomotif'],['2017.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['operator'],['di dalam negeri'],['bandung  tasikmalaya'],['24'],['produksi/operasional'],"['bandung', 'tasikmalaya']",['olahraga']
378,['1999-07-14'],['l'],['2022-01-04'],['bungursari'],['sma / lainnya'],['ips'],['2018.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['tanggerang'],['22'],['pekerja umum'],['tangerang'],['olahraga']
379,['2003-06-08'],['p'],['2022-01-04'],['bungursari'],['sma / lainnya'],['mipa'],['2021.0'],[],['rp 1.000.001 - rp 2.500.000'],['pegawai'],['di dalam negeri'],['majalengka'],['18'],['pekerja umum'],['majalengka'],[]
380,['1995-07-17'],['p'],['2022-01-05'],['cihideung'],['smk'],['pemasaran'],['2013.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jawabarat'],['26'],['produksi/operasional'],['jawa barat'],['olahraga']
381,['1989-08-15'],['p'],['2022-01-05'],['kawalu'],['s1'],['pgsd'],['2020.0'],['mengajar'],['rp 5.000.001 - rp 10.000.000'],['guru kelas'],['di dalam negeri'],['kota tasikmalaya'],['32'],['pendidikan'],['kota tasikmalaya'],[]
382,['1994-07-05'],['p'],['2022-01-05'],['mangkubumi'],['sma / lainnya'],['akuntansi'],['2013.0'],[],['rp 1.000.001 - rp 2.500.000'],['karyawan'],['di dalam negeri'],['tasikmalaya'],['27'],['pekerja umum'],['tasikmalaya'],[]
383,['1998-10-23'],['l'],['2022-01-05'],['cibeureum'],['d.iii'],['operasi bandar udara'],['2021.0'],['sepak bola'],['rp 1.000.001 - rp 2.500.000'],['operasional'],['di dalam negeri'],['tasikmalaya'],['23'],['produksi/operasional'],['tasikmalaya'],['sepak bola']
384,['2003-09-10'],['l'],['2022-01-05'],['tamansari'],['sma / lainnya'],['ips'],['2021.0'],['main bola'],['rp 2.500.001 - rp 5.000.000'],['oprasional produksi'],['di dalam negeri'],['jawa barat'],['18'],['produksi/operasional'],['jawa barat'],['sepak bola']
385,['1999-03-18'],['p'],['2022-01-05'],['indihiang'],['smk'],['akuntansi'],['2017.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['akuntan'],['di dalam negeri'],['majalengka'],['22'],['keuangan/akuntansi/perbankan'],['majalengka'],['olahraga']
386,['1986-06-29'],['p'],['2022-01-05'],['cibeureum'],['smk'],['manajemen bisnis'],['2005.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['bandung'],['35'],['produksi/operasional'],['bandung'],['olahraga']
387,['2002-06-29'],['p'],['2022-01-12'],['tawang'],['sma / lainnya'],['pemasaran'],['2021.0'],['publik speaking'],['rp 1.000.001 - rp 2.500.000'],['pemasaran'],['di dalam negeri'],['tasikmalaya'],['19'],['sales/marketing'],['tasikmalaya'],['public speaking']
388,['2001-08-14'],['p'],['2022-01-05'],['mangkubumi'],['sma / lainnya'],['ilmu pengetahuan alam'],['2019.0'],['bernyanyimenggambarpublic speaking'],['rp 1.000.001 - rp 2.500.000'],['operator produksikaryawan'],['di dalam negeri'],['jawa barat'],['20'],['produksi/operasional'],['jawa barat'],[]
389,['1998-12-11'],['p'],['2022-01-05'],['cibeureum'],['s1'],['teknologi dan manajemen perikanan budidaya'],['2021.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['pegawai'],['di dalam negeri'],['jawa barat'],['23'],['pekerja umum'],['jawa barat'],['public speaking']
390,['2003-01-20'],['p'],['2022-01-05'],['cibeureum'],['sma / lainnya'],['ips'],['2021.0'],['membuat cerpen'],['rp 2.500.001 - rp 5.000.000'],['bagian produksi  kasir'],['di dalam negeri'],['kota bekasi'],['18'],['bagian produksi  kasir'],['bekasi'],[]
391,['1997-03-30'],['p'],['2022-01-05'],['purbaratu'],['s1'],['akuntansi'],['2020.0'],['komputer'],['rp 2.500.001 - rp 5.000.000'],['akuntansi'],['di dalam negeri'],['cikampek'],['24'],['keuangan/akuntansi/perbankan'],['cikampek'],['komputer']
392,['2003-07-28'],['p'],['2022-01-05'],['bungursari'],['smk'],['otomatisasi dan tata kelola perkantoran'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['jakarta'],['18'],['pekerja umum'],['jakarta'],['olahraga']
393,['2003-01-28'],['p'],['2022-01-05'],['bungursari'],['sma / lainnya'],['ipa'],['2021.0'],[],['rp 1.000.001 - rp 2.500.000'],['pt'],['di dalam negeri'],['bekasi'],['18'],['lain-lain'],['bekasi'],[]
394,['2000-07-30'],['p'],['2022-01-06'],['tawang'],['d.iii'],['sistem informasi'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['staff'],['di dalam negeri'],['bekasi'],['21'],['staff'],['bekasi'],['olahraga']
395,['1999-05-24'],['p'],['2022-01-06'],['cihideung'],['d.iii'],['sistem informasi'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['staff'],['di dalam negeri'],['bekasi'],['22'],['staff'],['bekasi'],['olahraga']
396,['2003-04-18'],['p'],['2022-01-06'],['mangkubumi'],['sma / lainnya'],['ips'],['2021.0'],['ms office'],['rp 1.000.001 - rp 2.500.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['18'],['lain-lain'],['jawa barat'],['microsoft office']
397,['1997-11-24'],['p'],['2022-01-13'],['purbaratu'],['smk'],['farmasi'],['2015.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['asisten apoteker'],['di dalam negeri'],['jakarta'],['24'],['tenaga kesehatan (umum)'],['jakarta'],['olahraga']
398,['1993-04-04'],['p'],['2022-01-06'],['kawalu'],['sma / lainnya'],['ipa'],['2011.0'],['memasak'],['rp 5.000.001 - rp 10.000.000'],['operator'],['di dalam negeri'],['serang banten'],['28'],['produksi/operasional'],"['banten', 'serang']",['memasak']
399,['2003-07-02'],['l'],['2022-01-06'],['tamansari'],['sma / lainnya'],['ips'],['2021.0'],['mempunyai bakat di bidang olahraga'],['rp 1.000.001 - rp 2.500.000'],['apa saja'],['di dalam negeri'],['tasikmalaya dan bandung'],['18'],['lain-lain'],"['bandung', 'tasikmalaya']",['olahraga']
400,['2000-08-22'],['p'],['2022-01-06'],['kawalu'],['sma / lainnya'],['ipa'],['2019.0'],['olahraga'],['0 - rp 1.000.000'],['staff'],['di dalam negeri'],['tasikmalaya'],['21'],['staff'],['tasikmalaya'],['olahraga']
401,['1996-03-11'],['p'],['2022-01-06'],['indihiang'],['d.iii'],['sistem informasi'],['2018.0'],['melukis'],['0 - rp 1.000.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['25'],['administrasi/staf umum'],['tasikmalaya'],['menggambar']
402,['2002-09-20'],['l'],['2022-01-06'],['mangkubumi'],['smk'],['teknik pemesinan'],['2021.0'],['dapat bekerja sama tim percaya diri'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['karawang cikarang bekasi'],['19'],['produksi/operasional'],"['bekasi', 'cikarang', 'karawang']","['kerja sama tim', 'percaya diri']"
403,['1997-06-24'],['l'],['2022-01-06'],['bungursari'],['sma / lainnya'],['ipa'],['2015.0'],['leadership'],['rp 2.500.001 - rp 5.000.000'],['supervisor'],['di dalam negeri'],['bandung tasikmalaya sukabumi bekasi cikarang karawang jakarta tangerang'],['24'],['supervisor'],"['bandung', 'bekasi', 'cikarang', 'jakarta', 'karawang', 'sukabumi', 'tangerang', 'tasikmalaya']",['kepemimpinan']
404,['2001-02-15'],['l'],['2022-01-06'],['purbaratu'],['smk'],['teknik otomotif'],['2019.0'],['mesin'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['bandung'],['20'],['produksi/operasional'],['bandung'],['teknik mesin']
405,['2003-10-23'],['p'],['2022-01-06'],['cibeureum'],['smk'],['tata boga'],['2021.0'],['tata boga'],['rp 2.500.001 - rp 5.000.000'],['kitchen crew'],['di dalam negeri'],['tasikmalaya'],['18'],['it/software'],['tasikmalaya'],['memasak']
406,['2003-03-12'],['l'],['2022-01-06'],['tawang'],['smk'],['teknik otomotif'],['2021.0'],['futsal'],['rp 1.000.001 - rp 2.500.000'],['dealer honda'],['di dalam negeri'],['di luar kota'],['18'],['sales/marketing'],['lokasi tidak spesifik'],['futsal']
407,['1998-07-14'],['l'],['2022-01-07'],['cibeureum'],['smk'],['tkj'],['2017.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['luar kota'],['23'],['produksi/operasional'],['lokasi tidak spesifik'],['olahraga']
408,['2002-04-18'],['l'],['2022-01-07'],['cibeureum'],['sma / lainnya'],['ips'],['2021.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['superpaiser'],['di dalam negeri'],['tasikmalaya'],['19'],['supervisor'],['tasikmalaya'],['olahraga']
409,['2002-03-29'],['l'],['2022-01-07'],['cipedes'],['smk'],['teknik otomotif'],['2021.0'],['olahraga futsal'],['rp 2.500.001 - rp 5.000.000'],['mekanik'],['di dalam negeri'],['tasikmalaya'],['19'],['teknisi/maintenance'],['tasikmalaya'],"['futsal', 'olahraga']"
410,['2002-01-09'],['l'],['2022-01-07'],['mangkubumi'],['sma / lainnya'],['ips'],['2020.0'],[],['rp 2.500.001 - rp 5.000.000'],['administrator'],['di dalam negeri'],['tasikmalaya'],['19'],['administrasi/staf umum'],['tasikmalaya'],[]
411,['2003-02-02'],['p'],['2022-01-11'],['kawalu'],['sma / lainnya'],['ipa'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['manajemen'],['di dalam negeri'],['tangerang'],['18'],['manajemen/direksi'],['tangerang'],['olahraga']
